timestamp,blocknum,from,to,value,asset,category,contract_address,hash
2022-08-22 16:46:35,15391426,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0xcfa6a349a1e9c5f3bf109d5f00232f3855004567,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0xaabe1abae0262a462cc9387e08e29aecae0f4868977ae70d6afeefd03a8c4eec
2022-08-22 16:47:07,15391427,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0xb6007d8016d4547995833731ebda4c6ba4abe4e4,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x84684db0157bc29e75a99cde07113fd5958cdc3346bfaa2a9507d8293a9d84a0
2022-08-22 16:47:07,15391427,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0xa81a3f78a38cb878890b0bede8df68e0e2b8592b,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x578d00d8bdeadd3efa538d2934f5ddd4a47084fc48109fb7d110d03d96d4fbca
2022-08-22 16:47:07,15391427,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x9b0e7954e36f9262dde23f46624d746be965c234,817.2099999999999,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x4a752f72342a414058b103f97f1394c68f1473471c1f0708cba59ebbf88c0028
2022-08-22 16:47:07,15391427,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x7627f6f49986603a4653ae755a9174d7d8fc4f3c,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0xb042182f31323caa69fbc80fa1f6a646473548c1b7bdb7a1989bbfb140d39cf5
2022-08-22 16:49:11,15391431,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x5038636921ab5a0de926239e67b2724395ac5723,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x47ddd30cb7617e24c9d3fa8e92f92e2cd7536ab35c2e52763b185e934de8b9a1
2022-08-22 16:49:11,15391431,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x2a8234b6ed800ab379944804da5ba70026fd7c32,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0xae1d20a962c98ab12887d304614ab30fcc67568e541ed2bd4e1a6f83c0332464
2022-08-22 16:49:11,15391431,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x09598b6caed565b9611e9216b783209d189d5ad1,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x4da1cecbf12b05fd7f0d4cdfd8bc61593fa1fc7d680f4e77c23a488d8f19c822
2022-08-22 16:49:11,15391431,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x11a0c86b9af717484973ae290c69d53b95fd9528,1002.01,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x244e69f98bc617daa8910c1145f35cf78b5f5ec7404cd8217174b53f9bb6551f
2022-08-22 16:49:17,15391434,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x843aa999827ae6d187f8a5b6ab4afb1b1597551d,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x842a2c743f4bacf771bc30b8f78b2a6c9ec8bea1236a659529f4813a944418e5
2022-08-22 16:49:47,15391436,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x6c13fc8ef50144a21702415d57ece0a09879fcfb,1002.01,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x21f31a648784a7dcfef03509a64a8463b704192e1dd3932ae735592561ad4a4f
2022-08-22 16:49:55,15391438,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0xb7ee0b6889cd0590a590aab01485ea164db03307,12315.609999999999,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x756d2d0f4bd071dbdb273e2f68fb4f3732a8a05a1439fa828a391c267e8049d3
2022-08-22 16:49:55,15391438,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0xdfff531873b104db994e69241830bd04c389d9df,1002.01,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x2036d8bb5643af2336f7c9dd1f9b16e0f2733c57d5471161621bb977a6ef6940
2022-08-22 16:50:02,15391439,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0xce4841764b99e62ce06512527e17285dca1469f3,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x02f59e35a71923b43f0e0341e29acc86333c992ec7b7b72f755a96bd11afa9aa
